,item,item_name,era,style,gender,season,tpo,fit,brightness,temperature,weight,nice_nice,nice_no,urban_no,urban_urban,trendy_no,trendy_trendy,sophisticated_no,sophisticated_sophisticated,clean_clean,clean_no,magnificent_magnificent,magnificent_no,unique_no,unique_unique,easy_easy,easy_no,open_no,open_open mined,practical_no,practical_practical,activity_activity,activity_no,comfortable_comfortable,comfortable_no,bubbly_bubbly,bubbly_no,feminine_feminine,feminine_no,manly_manly,manly_no,soft_no,soft_soft
113,113,W_00145_70_disco_W.jpg,1970,disco,W,summer,attendance date,appropriate tight,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
114,114,W_00146_50_feminine_W.jpg,1950,feminine,W,spring fall winter,social gathering,tight,bright dark,cold warm,heavy light,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
115,115,W_00147_60_popart_W.jpg,1960,popart,W,spring fall winter,attendance daily date,appropriate,bright dark,warm,heavy light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
116,116,W_00148_60_popart_W.jpg,1960,popart,W,spring fall summer,date social gathering,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
117,117,W_00149_50_feminine_W.jpg,1950,feminine,W,spring fall,event,appropriate,bright,warm,light,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
118,118,W_00151_00_ecology_W.jpg,2000,ecology,W,summer,daily date social trip vacation,appropriate loose,bright,cold warm,light,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
119,119,W_00152_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
120,120,W_00153_60_minimal_W.jpg,1960,minimal,W,spring fall summer,date event social trip vacation,appropriate,dark,cold warm,heavy light,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
121,121,W_00154_60_popart_W.jpg,1960,popart,W,summer,daily date social gathering,appropriate tight,bright dark,cold warm,light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
122,122,W_00155_50_feminine_W.jpg,1950,feminine,W,spring fall,date,loose,bright,warm,light,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
123,123,W_00156_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,social gathering,tight,bright,warm,light,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
124,124,W_00157_50_classic_W.jpg,1950,classic,W,spring fall winter,date social gathering,appropriate,bright dark,cold warm,heavy light,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
125,125,W_00158_60_space_W.jpg,1960,space,W,spring fall,attendance social gathering,appropriate,bright,cold,light,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
126,126,W_00159_90_kitsch_W.jpg,1990,kitsch,W,spring fall summer,daily date etc,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
127,127,W_00160_70_hippie_W.jpg,1970,hippie,W,spring fall summer,attendance date,appropriate,dark,warm,light,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1
128,128,W_00161_60_space_W.jpg,1960,space,W,spring fall summer,daily date,appropriate,bright dark,warm,heavy light,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
129,129,W_00162_60_minimal_W.jpg,1960,minimal,W,spring fall summer,etc event social gathering,appropriate tight,bright,warm,heavy light,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
130,130,W_00163_60_minimal_W.jpg,1960,minimal,W,spring fall summer,daily date social gathering,appropriate loose,bright,cold warm,light,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
131,131,W_00164_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,appropriate,bright,cold,light,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
132,132,W_00165_50_feminine_W.jpg,1950,feminine,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
133,133,W_00166_00_cityglam_W.jpg,2000,cityglam,W,summer,date social gathering social trip vacation,appropriate tight,bright,warm,light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
134,134,W_00167_60_space_W.jpg,1960,space,W,spring fall summer,daily date event,appropriate loose,dark,cold warm,heavy light,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
135,135,W_00168_50_feminine_W.jpg,1950,feminine,W,spring fall summer,date,tight,dark,cold,heavy light,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
136,136,W_00169_50_feminine_W.jpg,1950,feminine,W,summer,daily,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
137,137,W_00170_60_minimal_W.jpg,1960,minimal,W,summer,date event,appropriate tight,bright,cold warm,heavy,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1
138,138,W_00171_70_hippie_W.jpg,1970,hippie,W,spring fall summer,date social gathering,loose,bright,cold warm,light,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
139,139,W_00172_19_lounge_W.jpg,2019,lounge,W,summer,daily date,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1
140,140,W_00173_60_minimal_W.jpg,1960,minimal,W,spring fall summer,daily social trip vacation,appropriate loose,dark,cold,heavy light,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
141,141,W_00175_60_minimal_W.jpg,1960,minimal,W,spring fall winter,attendance date,appropriate tight,bright dark,warm,heavy light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1
142,142,W_00178_19_normcore_W.jpg,2019,normcore,W,spring fall winter,attendance event,appropriate,dark,cold warm,heavy,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
143,143,W_00180_60_popart_W.jpg,1960,popart,W,summer,event social gathering,appropriate,bright,cold warm,heavy light,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
144,144,W_00181_60_minimal_W.jpg,1960,minimal,W,summer,date social trip vacation,appropriate,bright,cold warm,light,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
145,145,W_00182_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,tight,bright,warm,light,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
146,146,W_00184_50_feminine_W.jpg,1950,feminine,W,summer,attendance,appropriate,dark,warm,heavy,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
147,147,W_00185_00_cityglam_W.jpg,2000,cityglam,W,summer,daily social trip vacation,appropriate,bright dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0
148,148,W_00186_19_lounge_W.jpg,2019,lounge,W,summer,daily social gathering,appropriate loose,bright,warm,heavy light,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
149,149,W_00187_00_oriental_W.jpg,2000,oriental,W,summer,attendance,tight,dark,cold,heavy,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
150,150,W_00188_50_feminine_W.jpg,1950,feminine,W,summer,date event,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1
151,151,W_00189_60_popart_W.jpg,1960,popart,W,summer,date,appropriate tight,dark,cold warm,heavy light,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
152,152,W_00190_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,event social gathering social trip vacation,tight,bright,cold warm,heavy light,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
153,153,W_00191_10_sportivecasual_W.jpg,2010,sportivecasual,W,spring fall winter,daily date,appropriate loose tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1
154,154,W_00192_70_hippie_W.jpg,1970,hippie,W,spring fall,date,tight,bright,warm,light,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
155,155,W_00193_80_bodyconscious_W.jpg,1980,bodyconscious,W,summer,date social gathering,appropriate tight,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
156,156,W_00194_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate tight,dark,cold,heavy,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1
157,157,W_00195_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,appropriate,dark,cold,heavy light,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0
158,158,W_00197_50_feminine_W.jpg,1950,feminine,W,summer,social gathering,loose,bright,warm,light,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
159,159,W_00198_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
160,160,W_00200_10_athleisure_W.jpg,2010,athleisure,W,summer,leisure sports social trip vacation,appropriate tight,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
161,161,W_00201_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance,loose,dark,warm,heavy,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
162,162,W_00202_00_ecology_W.jpg,2000,ecology,W,summer,date social trip vacation,appropriate loose,bright,cold warm,light,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
163,163,W_00203_90_lingerie_W.jpg,1990,lingerie,W,spring fall,social gathering,appropriate,bright dark,cold warm,light,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
164,164,W_00204_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
165,165,W_00205_50_feminine_W.jpg,1950,feminine,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1
166,166,W_00206_90_kitsch_W.jpg,1990,kitsch,W,spring fall,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
167,167,W_00207_50_classic_W.jpg,1950,classic,W,spring fall,attendance social gathering,appropriate,bright,warm,heavy light,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
168,168,W_00208_00_cityglam_W.jpg,2000,cityglam,W,summer,social gathering social trip vacation,appropriate tight,bright,warm,light,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
169,169,W_00209_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance,appropriate,bright,cold,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
170,170,W_00210_90_lingerie_W.jpg,1990,lingerie,W,summer,event social trip vacation,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1
171,171,W_00211_50_feminine_W.jpg,1950,feminine,W,summer,leisure sports,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
172,172,W_00213_70_hippie_W.jpg,1970,hippie,W,spring fall summer,daily date,appropriate loose,bright,warm,light,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
173,173,W_00214_50_feminine_W.jpg,1950,feminine,W,summer,social gathering social trip vacation,loose tight,bright,cold warm,light,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0
174,174,W_00215_00_cityglam_W.jpg,2000,cityglam,W,spring fall winter,date,appropriate tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
175,175,W_00216_60_minimal_W.jpg,1960,minimal,W,spring fall summer,date,appropriate,dark,cold,light,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
176,176,W_00217_60_space_W.jpg,1960,space,W,spring fall winter,daily social gathering,appropriate,dark,cold,heavy light,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
177,177,W_00218_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,event social gathering social trip vacation,appropriate tight,bright,cold warm,light,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0
178,178,W_00219_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance event social gathering,appropriate,dark,cold warm,heavy,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
179,179,W_00221_50_feminine_W.jpg,1950,feminine,W,summer,daily social gathering,tight,bright,warm,light,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0
180,180,W_00222_70_hippie_W.jpg,1970,hippie,W,spring fall,date,loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
181,181,W_00223_19_lounge_W.jpg,2019,lounge,W,spring fall summer,attendance daily,appropriate loose,dark,cold warm,heavy,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
182,182,W_00224_19_lounge_W.jpg,2019,lounge,W,spring fall summer,daily social trip vacation,appropriate loose,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
183,183,W_00225_00_ecology_W.jpg,2000,ecology,W,summer,social trip vacation,tight,bright,cold,light,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
184,184,W_00226_00_cityglam_W.jpg,2000,cityglam,W,spring fall,date social gathering,appropriate tight,dark,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1
185,185,W_00227_70_disco_W.jpg,1970,disco,W,spring fall,date event,appropriate,bright,warm,light,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1
186,186,W_00228_19_lounge_W.jpg,2019,lounge,W,summer,date,appropriate,bright,cold,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
187,187,W_00229_60_popart_W.jpg,1960,popart,W,summer,event social gathering,appropriate loose,bright,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
188,188,W_00230_00_ecology_W.jpg,2000,ecology,W,summer,social gathering social trip vacation,appropriate tight,bright,cold,light,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
189,189,W_00231_50_classic_W.jpg,1950,classic,W,spring fall,date,tight,bright,warm,heavy,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
190,190,W_00232_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
191,191,W_00233_90_lingerie_W.jpg,1990,lingerie,W,spring fall summer,event social gathering social trip vacation,appropriate,bright,cold warm,heavy light,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
192,192,W_00234_19_normcore_W.jpg,2019,normcore,W,spring fall summer,date social gathering,appropriate,bright,cold warm,heavy light,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
193,193,W_00236_00_oriental_W.jpg,2000,oriental,W,summer,daily date,appropriate,bright,warm,light,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
194,194,W_00237_60_popart_W.jpg,1960,popart,W,summer,date social trip vacation,appropriate,bright,warm,light,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
195,195,W_00238_00_oriental_W.jpg,2000,oriental,W,summer,date social trip vacation,appropriate loose,bright dark,cold warm,light,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
196,196,W_00239_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
197,197,W_00240_70_disco_W.jpg,1970,disco,W,summer,date,appropriate,dark,cold,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
198,198,W_00241_50_feminine_W.jpg,1950,feminine,W,spring fall,attendance,appropriate,bright,warm,light,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
199,199,W_00242_90_lingerie_W.jpg,1990,lingerie,W,summer,social gathering social trip vacation,appropriate,bright,warm,light,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
200,200,W_00244_50_classic_W.jpg,1950,classic,W,spring fall,attendance,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0
201,201,W_00245_50_feminine_W.jpg,1950,feminine,W,spring fall summer,date social gathering,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0
202,202,W_00246_50_feminine_W.jpg,1950,feminine,W,summer,date,tight,dark,warm,light,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
203,203,W_00247_50_feminine_W.jpg,1950,feminine,W,summer,social trip vacation,appropriate,bright,warm,light,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
204,204,W_00250_00_cityglam_W.jpg,2000,cityglam,W,spring fall,social gathering,appropriate tight,dark,warm,heavy light,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1
205,205,W_00251_50_feminine_W.jpg,1950,feminine,W,spring fall winter,daily etc,appropriate,bright dark,cold warm,heavy light,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
206,206,W_00252_70_disco_W.jpg,1970,disco,W,spring fall summer winter,social gathering,appropriate tight,bright dark,warm,heavy light,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0
207,207,W_00254_80_bodyconscious_W.jpg,1980,bodyconscious,W,spring fall summer,social gathering,tight,bright dark,cold warm,heavy light,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
208,208,W_00255_00_cityglam_W.jpg,2000,cityglam,W,summer,daily date social trip vacation,appropriate tight,bright,warm,light,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
209,209,W_00256_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,date social gathering,tight,bright,cold warm,light,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
210,210,W_00258_50_feminine_W.jpg,1950,feminine,W,summer,attendance daily,appropriate,bright dark,cold warm,heavy light,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0
211,211,W_00259_60_minimal_W.jpg,1960,minimal,W,spring fall summer winter,daily event social gathering,appropriate loose,bright dark,cold warm,heavy light,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
212,212,W_00260_19_lounge_W.jpg,2019,lounge,W,spring fall,attendance date,appropriate,bright,warm,light,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1
213,213,W_00262_00_oriental_W.jpg,2000,oriental,W,spring fall,social gathering,appropriate,bright,warm,light,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
214,214,W_00263_50_classic_W.jpg,1950,classic,W,spring fall,daily,appropriate,bright,warm,light,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
215,215,W_00266_50_feminine_W.jpg,1950,feminine,W,summer,date,appropriate,bright,cold warm,light,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
216,216,W_00267_90_lingerie_W.jpg,1990,lingerie,W,spring fall winter,date event social gathering,appropriate loose,dark,cold warm,heavy,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
217,217,W_00268_50_classic_W.jpg,1950,classic,W,spring fall,attendance,tight,dark,warm,light,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
218,218,W_00269_50_feminine_W.jpg,1950,feminine,W,spring fall,social gathering,tight,dark,cold,heavy,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0
219,219,W_00270_70_disco_W.jpg,1970,disco,W,summer,daily etc,appropriate,bright,cold warm,light,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
220,220,W_00271_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,daily social gathering social trip vacation,appropriate tight,dark,cold,heavy light,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
221,221,W_00272_60_minimal_W.jpg,1960,minimal,W,summer,daily social gathering social trip vacation,appropriate tight,bright dark,warm,heavy light,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
222,222,W_00273_70_disco_W.jpg,1970,disco,W,summer,date social gathering,appropriate,bright,warm,light,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
223,223,W_00274_00_cityglam_W.jpg,2000,cityglam,W,spring fall summer,daily date social gathering,appropriate tight,bright dark,cold warm,heavy light,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0
224,224,W_00275_60_minimal_W.jpg,1960,minimal,W,summer,event social trip vacation,appropriate tight,dark,cold,heavy light,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
225,225,W_00276_19_normcore_W.jpg,2019,normcore,W,spring fall summer,attendance,appropriate,bright,warm,light,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
226,226,W_00277_19_genderless_W.jpg,2019,genderless,W,spring fall,event,loose,bright,warm,heavy light,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0
